是否看过,日期,评星,赞成数,评论内容
看过,2017-07-22 19:09:54,较差,15," 特别适合喜欢铁血军事虎扑体育的七零后直男看，大学时期爱大话西游，想到没追到手的姑娘哭到不行，中年拍着啤酒肚，看孙悟空的金棒棒上天插地，晚霞是他们最后的纯情。
        "
看过,2017-07-03 22:28:54,推荐,81," 三星半。郭子健在追寻存在感的路上可以告一段落了。
        "
看过,2017-07-15 12:00:38,推荐,27," 缺点明显，二郎突然的肌肉秀和有几处场景衔接莫名其妙。但意外地燃，尤其在今时当下这个众口禁声氛围中。就为这个打点感情分！“让西天诸佛烟消云散”用台词说出来多好，打字幕算啥。。。
        "
看过,2017-07-13 12:06:49,较差,78," 在如今国产电影的半壁江山都是孙悟空情况下，这叫我评分真的很为难，你说你是原著改编，可是光是一听名字就让人打不起精神看呐！！！我真的看够西游记的题材了！！！！！！！！！！！！！！！！！！！！
        "
看过,2017-07-13 21:41:58,还行,30," 看的imax，特效真的很不错，不懂为什么那么多人骂，演员也都完成得很不错，但可惜的是，电影拍的还是太正了，不够有趣。最大的槽点是俞飞鸿那销魂的刘海，为什么最后大战时秒没了……难道刘海才是本体……还有她真是越来越像王菲，声音又像蒋雯丽……
        "
看过,2017-07-13 17:11:29,较差,70," 喜欢不起来，外表看是一部特效大片，内里还是相爱相杀的三角恋，导演为了平衡几位主演的出场时间可谓煞费苦心。特效虽好却无论如何也弥补不了故事的平庸和羸弱，捉妖云那段大概是年度最蠢情节。以及，俞飞鸿气场太强了，她的作用大概和《三打白骨精》里的巩俐一样，虽是反派，但少了她这片根本没法看。
        "
看过,2017-07-13 12:41:52,很差,122," 今何在大人你何必如此啊……原著党已泣不成声……
        "
看过,2017-07-13 08:54:42,较差,113," 忍住不看那什么乱七八糟的泄漏版，兴冲冲早起，跑电影院来，结果演了个什么鬼？故事结构混乱不清，人物完全变形，不如在家自己做个白日梦
        "
看过,2017-07-13 10:02:36,很差,149," 我就三个字，不好看。四个字，乏善可陈。
        "
看过,2017-07-13 04:23:05,很差,167," 哎
        "
看过,2017-07-13 07:15:21,很差,206," 影片三分之二都不知所云。莫名其妙就打起来了，感情戏坍塌得一塌糊涂，字体不错。 郑爽美艳了一小把。不得不说特效还不错。黑暗美学，剧情离惊艳差太远了。
        "
看过,2017-07-13 08:49:26,很差,102," 看了这部电影，我才知道烂片到底长什么样子，以前错怪其他的电影了，在这里说一句对不起
        "
看过,2017-07-14 00:20:21,推荐,22," 一生筚路成天地，半恨亲仇错缘君
        "
看过,2017-07-09 20:36:33,还行,77," “你们什么也改变不了”，搁在2017的背景板上，这台词显得特别的意味深长。
        "
看过,2017-07-13 16:34:14,还行,41," 这部片子神奇的地方是，也没什么故事，2小时就过去了。
        "
看过,2017-07-13 11:33:29,较差,80," 他告诉我们，天地无法蒙蔽少年的心，但是钱可以。好的，不仅是那只猴子死了，那个九州大概也真死透了。 
        "
看过,2017-07-13 14:25:14,推荐,51," 我要你们经历这一切，就是要让你们知道，你们什么都改变不了。
        "
看过,2017-07-13 00:08:19,力荐,165," 说悟空传的时候，总觉得是在谈过去的事儿，看完了还没啥实感，就觉得好看，虽然热血不复当年但是特效里闹出个地覆天翻的画面感，点赞了！
        "
看过,2017-07-14 10:37:53,None,15," 可能是史上最帅的西游人物，最炫的武器设计，最粗大的金箍棒。剧情略散，彭于晏和倪妮本来就没什么CP感，剧情里也看不出感情是怎么推进的（二郎神那么帅的青梅竹马真的不考虑下吗）。俞飞鸿演那“赢政”...角色很脸谱化，个别偶像演技捉急
        "
看过,2017-07-09 23:20:24,推荐,92," 三星半，点映场+见面会没脾气了，谢谢杨迪！彭于晏是帅的，八组的横幅厉害了。4D真来不了，没事儿还是别4D了。特效还是不错的，演技不说了。
        "
看过,2017-07-13 22:16:11,还行,37," 视觉效果超级棒！但是看到倪妮的戏份就想快进！
        "
看过,2017-07-13 20:33:24,较差,25," 心疼自己，大慧说彭于晏露胸抖啊抖，就一起被骗进电影院了。结果她看错预告片了！！！
        "
看过,2017-07-14 14:04:31,较差,47," 装了一个挺low的逼。微博直男段子手平均水准。不要浪费钱去看了，不值得。
        "
看过,2017-07-15 10:32:56,很差,57," 烂的惊世骇俗，烂的我尴尬癌当场发作
        "
看过,2017-07-13 11:42:09,较差,111," 卖情怀卖的让人反感 现在真是一看见卖情怀的片子就自动降低期待值 因为除了情怀 其他什么都没有 剧情烂 台词尴尬 人物出戏 除了郑爽有点漂亮之外 没啥好说的了
        "
看过,2017-07-13 11:10:26,还行,8," 除了打斗比较有郭子健的风格，叙事上真的寡淡无味，人物也没有立起来，表达情绪只靠吼。
        "
看过,2017-07-13 00:07:31,推荐,79," 虽然我没有看过原著，但也算是看过了各种版本的孙悟空，而这一部中的孙悟空应该算得上是我看过的孙猴子里面，精神最热血，打斗最火爆的一个，白话一点来说，这部电影真的够“燃”！加上故事也算是叙述得很完整，人物设定也都很立体，也算是以孙悟空为核心的题材电影中比较创新的一部吧！
        "
看过,2017-07-13 22:30:43,较差,29," 金箍棒的效果不错，彭于晏的下巴太瞩目，倪妮的脸型简直完美。整体没西游伏妖好。
        "
看过,2017-07-16 14:38:09,较差,15," 金玉其外，败絮其中，特效加持下的爆米花电影，原著小说里的精髓也蜻蜓点水一带而过。倒是一些浅显的道理值得回味，那就是，当专制美其名曰为你好并假以他名行使暴政的时候，个体与个人都显得如此不堪一击与卑微，也因此这细小的反抗也才弥足珍贵。再联系到近期的一些事件，这片子也算是魔幻现实了，哈
        "
看过,2017-07-13 05:08:01,很差,122," 将一个反抗的英雄故事讲成了几对庸俗的爱情组合；所以结尾的""我要这天，再遮不住我眼…""才显得如此浮夸；有了这个致命弱点，其他就无需讨论；今何在的《悟空传》和《海上牧云记》，曾是我的少年英雄美人梦
        "
看过,2017-07-16 10:05:56,很差,30," 好久没看到如此令人坐立难安的电影了，故事混乱，毫无节制。这个片子的烂，跟尊不尊重原著没关系，它就是电影层面上的烂，是花费昂贵金钱精心打造出的毫无审美的烂！
        "
