是否看过,日期,评星,赞成数,评论内容
看过,2016-12-24 14:12:20,很差,4," 莫名其妙的剧情，请再大牌的明星也不能改变烂片的本质
        "
看过,2013-06-03 20:50:10,None,9," 知道这个电影是因为《天机》那首歌，歌很燃很不错，当下搜索了这部电影。仅仅短短的预告片我就知道这绝对是一部超级太烂片
        "
看过,2013-06-14 20:01:35,None,8," 终于明白了，这就是中国梦啊。
        "
看过,2017-05-19 23:26:40,很差,3," 老刘你疯了吗！？填词都懂难道不懂读读剧本？？第一次看到如此集无聊、恶心、做作、山寨、弱智、装逼、混乱于一身的烂片，孙健君该被行业封杀
        "
看过,2013-06-10 08:30:51,很差,26," 非常好的烂片 你们考虑过黄公望的感受么
        "
看过,2013-06-19 21:19:41,力荐,3," 在这么平静的年代居然有这样风起云涌的一部后现代佳片！不落入任何叙事俗套，而是将各种套路玩弄于鼓掌之间！回味无穷！
        "
看过,2017-03-06 17:32:36,很差,2," 这部没法描述的电影，我都不想承认我看过…老脸一红
        "
看过,2013-06-16 03:51:02,很差,6," 烂到不行。如果早几年看过这部片子，杨丽娟或许就有救了。
        "
看过,2013-06-21 11:58:35,很差,1,
看过,2013-06-17 02:20:34,推荐,1," 看过纪录片，证实了我的猜测：一，导演是从制片角度入手筹拍这部电影的，这是个商业项目；二，有很多pro级的人帮他（好莱坞电影人、国内雕塑家、清华美院美术团队）。特别喜欢金木水火土厅！被迪拜海边林志玲的眼神和揭下面具的佟大为感动了。我好懂导演怎么办！我要是有钱可能会投他做制片。
        "
看过,2013-11-27 16:33:48,很差,0," 看了预告片，最纠结的是莫过于同样在迪拜最高的楼顶上演了一幕跳塔戏。乍一看一部在大把钞票的包裹下，将日本情色、打斗、名车追逐、大牌杂糅在一起的2012版《赤裸特工》。但愿能在国内上映，再或者删减得少一些。
        "
看过,2013-06-17 00:43:35,很差,8," 这低分，真的不是黑出来的，剪辑烂到一定境界了
        "
看过,2013-06-09 00:11:12,很差,12," 山寨阿～～林志玲 刘德华现在就没演过啥好片！！失望～～～
        "
看过,2014-08-11 18:57:08,None,1," 妈呀，《富春山居图》原来这么好玩，相见恨晚；世界之所以有趣，就是因为总有一群人憋住不笑讲着冷冰冰的热笑话、黄段子，这电影就是一枚挑战笑神经的炸弹，太好了，每个演员都是突破性的癫疯表演，再无来者。什么是“Camp”？苏珊·桑塔格的定义太抽象，这故事、摄影、灯光、造型、表演就是现成教材。
        "
看过,2013-06-13 14:51:57,很差,8," 信我看过你就输了，我看的是影评。
        "
看过,2013-11-04 09:53:11,很差,0,
看过,2013-06-09 16:23:01,很差,2," 华仔啊，能不能以后不要接这么烂的片子，最近几年的商业片，尼玛什么玩意，一点也对不起影迷，就是骗钱的。。
        "
看过,2013-06-09 16:21:18,很差,2," 烂片！！
        "
看过,2013-06-09 16:19:55,很差,2,
