是否看过,日期,评星,赞成数,评论内容
看过,2017-10-14 01:32:30,None,44," 过程拍得非常流畅了 真是令人感慨青春啊 不少优等生在学生时代恐怕都动过类似心思 但是很丧 没有给出道德以外的解决的理由 占着资源、十分贪婪的笨蛋确实讨厌 因为物质匮乏而被影响眼界的底层少年 也是十分可悲了 不要因为这点钱就Hold不住 最后 超模女主真是能干大事的人啊
        "
看过,2017-10-13 22:59:28,推荐,35," 又是一部人家的青春片~（说女主像杜鹃的你们见过王喜吗？
        "
看过,2017-10-13 21:24:42,力荐,43," 好的故事总在呈现困境而非输出价值。电影呈现的更高阶层的人享有更多资源和对“何为正义、何为道德”的定义权所折射的阶层矛盾的不公与荒谬，让观众心安理得选择实用主义和道德展开刺激博弈，观影体验犹如一场酣畅淋漓的噩梦。三次抉择时的剪辑、与谍战片的类型片融合、天旋地转的摄影十分大胆，无瑕疵
        "
看过,2017-10-13 13:41:37,还行,81," 别人已经把「照抄」拍成了电影，而我们还停留在「照抄」别人的电影。
        "
看过,2017-10-15 18:56:38,推荐,66," 男主异化真令人难过
        "
看过,2017-10-17 21:49:18,力荐,34," 妈的紧张死我了。
        "
看过,2017-10-15 23:04:28,推荐,64," 穷人失去了人生，富二代挨了顿骂。
        "
看过,2017-10-13 16:30:37,推荐,58," 除非你是超级学霸，此片最成功的就是唤醒了考试的那种恐惧。首次在大银幕上看泰语原声，开始有点难以适从，期中考试高效快速剪辑让语言不再成为隔阂，中途的动机，铺垫，成长有点拖累成片节奏，但期末和STIC考试依旧让人把心提到了嗓子眼，惊险，刺激。多人诟病垮掉的结尾，回归现实，不这样，能上映？
        "
看过,2017-10-14 17:33:46,力荐,31," 回忆起以前考试紧张感……头皮一阵阵发麻……😭
        "
看过,2017-10-13 22:16:23,推荐,32," 最佩服的是创意，中国作为考试大国，对于这样的题材肯定是感同身受的，仿佛回到了自己曾经经历过大考场众生相。套用青春片的外衣，却是拍了一部谍战版的作弊实录，考试段落的节奏和紧张感营造非常强烈，后半段非常抓人，但在叙事上有瑕疵，班克的性格变化其实并不是很合理，总体而言，非常酷的电影！
        "
看过,2017-11-12 18:49:03,推荐,18," 趁着《天才枪手》下片之前，忍不住二刷，视听语言太棒了，依然深深折服，还是会被牵动神经，泰国广告业世界一流，太会玩创意了，把剧本给中国任何一个导演，都拍不出这种质感，今年唯一远远高于期待值的院线片，还是不太满意结尾，黑化一个胆怯纯良的平民孩子，一下子从绵羊变成狼，铺垫还是不足，憾！
        "
看过,2017-10-14 08:39:05,推荐,17," 其实挺小题大做的一部电影，而且结尾很生硬，但类型化做得极好，按特工片的路数拍考场作弊，既紧张又喜感。很高兴看到一部用最强大脑改变命运的学霸青春片，女主角太酷了！
        "
看过,2017-10-17 22:57:12,还行,27," 哪有传说的那么好看啊，比三傻差了几个少女时代。如果最后男女主能默契地在一起我还能给个四星。最大败笔是片里主要人物没有谁从头到尾有坚定的信仰。早知道就这样我肯定不去电影院看。
        "
看过,2017-10-09 22:48:47,还行,32," 低期待去会有大惊喜，我…期待高了。不过在泰国片和青春片里都算特别，切入点小、有意思、有想象力。主角光环太强，配角脸谱化严重，价值观拉回的反转生硬
        "
看过,2017-10-16 00:41:06,还行,14," 太矫情了
        "
看过,2017-10-14 20:07:38,较差,38," 天朝一辈子都拍不出这样的电影，不为其他的，就因为我们tmd连小学考试都不可能只有选择题。
        "
看过,2017-10-19 15:09:04,推荐,15," 青春不只有恋爱篮球和考试，还有打架逃课抄卷子。节奏紧张，剪辑紧凑。男女主弱鸡版王大陆+泰国杜鹃，演技颜值都在线。班克的内心活动BGM：当初是你要作弊，作弊就作弊，现在却想用真爱，把我哄回来。
        "
看过,2017-07-07 23:54:10,推荐,29," 整個故事的setting其實很誇張，但完全用劇情營造出那份緊張感和投入感，劇作和拍攝轉折位都相當紮實，尤其去到悉尼那部分，簡直像在看間諜片啊
        "
看过,2017-10-14 19:25:16,力荐,28," 这才是青春片应该有的样子，没有堕胎，没有撕逼，甚至都没有所谓的爱来爱去，除了结尾因为主旋律的缘故而妥协之外，其他的都好到离谱，感觉还想二刷！！！
        "
看过,2017-10-22 17:55:23,力荐,13," 人家的票房冠军 和 我们的票房冠军
        "
看过,2017-10-15 13:27:35,推荐,11," 老张看完立刻布置作业让他的学生都去看了。这就是学院派的导演的典型作品啊！没有宏大镜头，大部分是近景和细节，又规矩，又精彩，又流畅，又演技炸裂。
        "
看过,2017-10-13 22:22:06,None,14," #电影院# 男女主角前后的转变对比反差强烈，这就是阶级固化后赤裸裸的人间真实，好在最后家庭和亲情的陪伴能让我们回到正确的道路上。
        "
看过,2017-10-10 18:19:08,推荐,33," 3.9星。泰国电影品质一直可以的。难得有电影把作弊拍的这么荡气回肠惊心动魄。1.音乐和音效用的好。2.女二号是大蠢逼，男主角是二愣子。3.这是一个小白兔变成大灰狼的故事。4.结局让人有点唏嘘，也是本片略弱的地方。整体推荐没毛病。
        "
