是否看过,日期,评星,赞成数,评论内容
看过,2017-08-03 17:03:18,推荐,2193," 讲真，太短了，以至于叙事有点赶，有些地方铺陈不开，改编也挺多的，特效演技都不错。心疼素素十秒，三个角色区别挺大，所以演技这东西没啥好黑的吧。两位主角一出现大家都是哇哇哇，忽略那些微表情和细节的无话可说。几位配角很不错。衣服是真的很好看。
        "
看过,2017-08-03 09:34:13,很差,3239," 最他么讨厌这种花花绿绿的画面，很廉价很俗气，这种电影真是只适合那群脑残粉看，跟小时代没啥区别
        "
看过,2017-08-03 13:26:17,很差,3014," 天仙协会终生主席和宇宙第一帅正能量直男终于合体，这部电影票房我预计60个亿！电影票可以绕地球三圈！！感天动地！
        "
看过,2017-08-03 00:36:09,很差,3218," 是不是对表演有什么误解，黄教主式深情加上沉醉在自己努力里的木头脸
        "
看过,2017-08-03 00:02:36,还行,1114," 杨洋和刘亦菲是怎么生出来一个韩红的？！！！迷谷丑萌丑萌的
        "
看过,2017-08-03 16:06:14,很差,4064," 一星半。看睡着了，现在国内还有人花钱拍这么明显的纯粉丝向电影，这种勇气就已经非常可嘉了，好看是好看，但也仅限于脸，内容又廉价又土。中国电影人什么时候能学会把花在选流量明星和后期营销上的那股“疯狂砸钱”的狠劲和痛快劲转化成影片剧作的厚度和内容的深度上，什么时候华语电影才能真正进步。
        "
看过,2017-08-03 07:58:22,很差,4735," 为什么会有这么低廉感的电影，特效玄幻感不如小孩子的肯德基广告，男女主不用说了，尬演，真的太尬了
        "
看过,2017-08-04 10:56:00,较差,656," 杨洋深刻诠释了男人空有一副皮囊整天自恋耍帅是多无趣
        "
看过,2017-08-04 22:06:52,很差,926," 这种电影真的拍来做什么…看完能报工伤么？
        "
看过,2017-08-03 18:16:17,很差,2388," 这是一场横跨天界鬼族的大型诗会，诗歌内容皆摘抄自QQ空间。鬼族网红玄女以咆哮体诗歌闻名业界，平时对着深渊咆哮我可怜的孩子。天神夜华和上神白浅二人组成夫妻档，无论在青丘温泉，还是瀛洲荒原，彼此将爱的誓言深情朗诵，字字珠玑。这场诗歌的饕餮盛宴震怒了天神，获胜者得到眼球，失败者掉进深渊。
        "
看过,2017-08-05 12:55:40,较差,415," 苍天不负苦心人，溪水堂堂出前村。坚持必有收获，愿每一个杨幂都能等来她的刘亦菲。
        "
看过,2017-08-03 21:01:33,较差,1806," 我姐是不是很恨我，每次都请我看这种电影TAT
        "
看过,2017-08-08 22:30:50,较差,294,"         没有看过电视剧和小说，所以故事看得一头雾水。二颗星是给数字视觉特效和摄制人员的辛苦。
        "
看过,2017-08-03 00:09:15,推荐,2871," 特效真的挺好的。尤其是龙宫那里的景，那个大水母（？）哎好喜欢。和印象里的中国风不太一样emmmm不过意外的还不错。
        "
看过,2017-08-05 10:04:10,很差,520," 杨洋是一个张翰看了沉默，教主看了流泪的男人。
        "
看过,2017-08-05 18:06:58,很差,470," 这真的是一部不可多得的佳片，是杨洋同学的转型之作，从这部片之后他步入了喜剧演员的行列，这部对于他来说那是相当成功，他承包了全片80%的笑点，另外的20％由服饰组，和编剧台词组承包。这是一部非常成功的喜剧片，赞的！
        "
看过,2017-08-03 14:38:50,还行,2454," 特效真的还不错，挺炫的。刘亦菲演技真的不行，导演能把刘亦菲拍的这么丑也是挺厉害的，还肿。剧情发展太快，没有看过小说的人应该不太明白，我看过小说，知道会发生什么，所以剧情比较跳跃我还是看的懂。演员比较符合小说的主角吧，杨洋比较嫩，刘亦菲看起来比他大，确实与小说相匹配。最后挺感人的。
        "
看过,2017-08-03 19:06:09,很差,2376," 天线你对得起我提前下班就来电影院吗？！啊对得起吗？！你这十年不变的演技，把我们诓进电影院你良心过得去吗？国民度的消费也是有限度的啊。特效是好的，剧情和服装烂得我连标签都不想打。那捉急的演技当什么电影演员啊，还是回小荧屏糊弄小妹妹玩吧，再见！
        "
看过,2017-08-03 20:39:44,推荐,1315," 过程很爽，事后却给差评，这种事我干不出来。一星给脸。刘亦菲杨洋美到超凡脱俗，颜控粉一本满足。二星给编剧。电视剧只让我觉得狗血腻味，但是电影从第三世开始，前两世穿插闪回，让这个先天不足的故事脱胎换骨，全程被吸引入戏。一星给少女梦，这就是部给少女造梦的商业片，它肤浅但真诚。
        "
看过,2017-08-03 07:07:35,推荐,1757," 几乎全是恶评，可怕，电影并不差，特效超级棒，看着真是赏心悦目，就冲这特效也值回票价。剧情是完整的，是真正属于他们俩的三生三世，最后鬼族与天族大战那场戏很不错，气势恢宏。这部电影还有很多细节，得慢慢品味，诚意之作。
        "
看过,2017-08-03 00:46:03,推荐,2581," 1.特效真的棒配上音效很震撼大气 。
2.剧情顺序不是正序比较有新鲜感但剧情有点快
3.两个主演的演技都在线 哭戏男女有别很戳人
4.迷谷和折颜东海龙王笑点担当 还有做饭那段很炫技了5.颜值就不用说了很养眼6.结局有点谜不知道是be 还是he 

        "
看过,2017-08-03 10:45:55,推荐,1864," 这部电影宣传期不炒CP、不炒绯闻、不打苦情牌、不模凌两可诋毁其他同行，只用数据和镜头告诉大家他们满满的诚意，所以我愿意看！前排一群小姑娘既兴奋又怕打扰别人的样子好可爱，让我都想再年轻一把。
        "
看过,2017-08-03 20:09:37,很差,2367," 我承认，我犯贱，我不该浪费钱，颜狗不配获得幸福！太TM烂了！
        "
看过,2017-08-03 00:02:13,推荐,2323," 看哭了，眼泪哗哗的那种。。杨洋刘亦菲就是神仙颜值啊，台词感情很充沛，整部电影挺有感染力的。特效很厉害了，就是感觉整体节奏太快？？夜华擎苍的打戏没看够。很多小细节上演员的表情拿捏到位，前后期的夜华区别很大，比我想象的要好。杨洋不错，未来可期。跟风黑无脑。
        "
看过,2017-08-03 17:09:46,力荐,1689," 特效很不错，我喜欢入海水母的想象力，野花深情的时候确实有打动到我，但是最后结局有点开放，没看明白到底活过来没有
        "
看过,2017-08-03 18:07:12,很差,1998," 烂片，各种无感，刘亦菲结婚的造型真是逗笑了电影院里所有人，所以这是相声二人转吗。。。。
        "
看过,2017-08-03 08:38:17,推荐,2092," 特效挺美的，刘亦菲古装造型真心漂亮，演技有进步的，和杨洋也很有cp感，小团子很可爱。
        "
看过,2017-08-04 07:01:46,很差,831," 演员演烂片，就像卖菜的缺斤少两，酒店宰客，出租车绕路一样恶心，没有职业道德，透支自己的价值。
        "
看过,2017-08-03 16:09:46,力荐,1660,
看过,2017-08-03 15:17:12,推荐,1623," 来电影院看了再说，这部影片整体制作四星无疑，刘亦菲和杨洋的演绎也想一吐为快。白浅是有故事、有过往的角色，历劫三生三世，刘亦菲的演技应该可以摆脱不食人间烟火的神仙姐姐，让人刮目相看；而杨洋，尽管有瑕疵，但是夜华的沉稳睿智、冷峻刚毅都被他演绎得过目不忘吧！实话，值得一看！
        "
看过,2017-08-03 18:47:13,很差,736," 还是没想通为啥两位一同提名奥斯卡的技术大佬会拍出一部审美水平相当于一十多岁第二天就要第一次去出远门见男网友却不知如何化妆索性把台子上的化妆品一股脑全部涂抹到脸上的小女孩。
        "
看过,2017-08-03 12:59:21,很差,2417," 虽然喜欢神仙姐姐，但不得不承认，这几年她接的片子确实很烂。
刚才有个4s的水军私信来骂我，拉黑你全家，去死吧。
        "
看过,2017-08-03 21:07:03,推荐,1339," 一上来罗晋台词太好了！和我想象中不太一样，挺有意思的。刘亦菲美如画。李纯刘亦菲罗晋演得好。整体不错完成度挺高，有些地方稍微有点不自然，不过纯绿幕拍的目前这个特效是相当不错了。整个团队也看得出很用心，希望刘亦菲下次能遇到更好的剧本，这个小说拍电影稍微有点欠层次。
        "
看过,2017-08-04 04:19:52,很差,668," 再让这类电影横行霸道，中国电影迟早要完。
        "
看过,2017-08-04 01:21:37,None,404," 杨洋很帅，且拉面水平一流
        "
看过,2017-08-03 22:05:51,很差,385," 公允地说，抛开抄袭这事不谈，这片子只值半星，给的还是迷谷，其他的在剧情表演剪辑等各方面简直是灾难性的一塌糊涂。就连引以为噱头的特效和画面也是满满的网游风，看的也令人审美疲劳，最难得的是每一个角色都可以出演的如此矫揉造作，也算是个奇迹，只能说是在IP和资本双重诱惑下又一个畸形产物。
        "
看过,2017-08-03 17:46:59,很差,761," 对不起亦非，又是我出卖的你。杨洋就是黄晓明二代，真的！
        "
看过,2017-08-03 20:26:03,很差,662," 一分钟抵一万个笑点，真是烂炸了，烂片界的《指环王》。
        "
看过,2017-08-04 13:02:40,很差,371," 海底捞拉面那里刘亦菲实力演绎一脸嫌弃是她全片演技最好的部分。
        "
看过,2017-08-03 09:14:56,推荐,1407," 电影的优点就是能把剧中情感更集中更强烈的表现出来，三生三世也不例外，不论素素还是白浅与夜华的爱都是那么刻骨铭心，尤其是素素失明那段。这部电影特效强大服装华丽装发细致入微人物个性鲜明，意外的觉得还不错。不过还是有姐弟恋的感觉，刘亦菲的素素像极了赵灵儿特别好看。
        "
看过,2017-08-03 17:22:15,很差,1320," 杨洋哭的毫不费力，刘亦菲一看赶紧哭花了妆，硬凹，刘亦菲比杨洋演技还差！每次折颜一出来我都觉得他要掏出指甲油💅🏻这个电影太吵了，太！吵！了！ps.杨洋为了演夜华一定去海底捞培训了
        "
看过,2017-08-04 07:02:23,力荐,1093," 这部电影没有首映和点映，我想知道那些在电影没上映之前是怎么看到电影然后写下恶毒的影评的，虽然我也对这部片子不感兴趣对演员不感兴趣，但是为了黑而黑，豆瓣这是要像微博看齐了吗
        "
看过,2017-08-03 21:06:13,很差,1434," 画风诡谲到无以言表，影楼化纤与面瘫尬演的交相晦映。曾真心喜欢过灵动而不自知时期的YY演的宝玉而今见他承教主大旗装逼而不自制的状态真心痛惜，作为天线演技黑表示她这次又没让人失望。水果忍者兰州拉面倾情赞助，我欠剧版4S一个道歉…等等，为什么要道歉？顶着致敬皮的抄袭作怎么拍都是五十步笑百步
        "
看过,2017-08-04 11:27:10,很差,471," 四海八荒，第一尬片；但有一点，刘亦菲比杨幂不知道高到哪里去了！
        "
看过,2017-08-03 23:01:08,较差,176," 2.0。杨洋很帅，刘亦菲很美；这片子不就为了卖人设嘛，狂喷的都是为了赚流量。
        "
看过,2017-08-04 01:20:01,很差,200," 男默女泪。
        "
看过,2017-08-03 18:04:11,很差,1109," 为什么要花钱去看两个面瘫下面？？？？
        "
看过,2017-08-03 21:07:47,很差,1304," 以为自己看了一场爵迹
        "
