是否看过,日期,评星,赞成数,评论内容
看过,2017-07-16 00:03:21,很差,4," 大银幕看小林子，然而主角。。。。没想到小林子戏这么多！真的敬业，在这么个片子里和这样的人对戏，还能如此投入，其实想跟他说随便点啦这片配不上你的演技啊！看景甜公主和欧豪的配置说实话还蛮有劲的，演得很猎奇，这电影的设定剧情服化取景地镜头风格都非常猎奇，简直有发展成cult片的潜质啊！
        "
看过,2017-08-28 01:57:46,很差,0," 师夷长技以……景甜，哈哈哈用日漫风来拍抗日神剧，佩服佩服（心疼小林子和老黑姐
        "
看过,2017-10-22 22:08:47,很差,0," 健身房看的，真是大烂片~~~~一颗星给漫画部分~~~
        "
看过,2017-07-08 18:16:40,还行,4,
看过,2017-08-20 13:16:15,None,2," 中日青年男女演员的差距全在里头了
        "
看过,2017-07-12 13:25:40,较差,11," 一分送给大甜甜，一分送给那个青春的年代，剩下的。。。。不想说
        "
看过,2017-08-20 16:38:10,很差,0," 群架连个完整长镜头都拍不下来还好意思拍这个题材？更可气的是看之前还以为是现代片。
        "
看过,2017-09-18 14:51:10,很差,0," 没能坚持到景甜老师出场。。。
        "
看过,2017-07-12 20:37:41,还行,5," 62/100 打群架、搞黑帮、师生恋这些学生禁忌放在一个日本殖民地背景下似乎都变得理所当然了，甚至连显而易见的借鉴日式校园剧的造型和模式都毫不违和，可谓闯出反日影视作品的一片天。但同时，国仇家恨和过家家般的校园帮派设定从本质上无法兼容，尽管可以自圆其说但用日式作品反日还是略显讽刺
        "
看过,2017-08-21 16:27:03,很差,1," 受国情限制，不能拍就别乱拍！
        "
看过,2017-08-19 06:29:32,较差,3," 尴尬，浮夸，分裂，不知道小林子为什么要接这个片子orz
        "
看过,2017-10-02 00:26:24,较差,0," 热血高校
        "
看过,2017-07-20 22:28:21,很差,0," 伪满背景？？？？？5000年挑不出一年可以拍的了去拍伪满，呵呵呵
        "
看过,2018-01-03 22:47:56,很差,0," 导演大概觉得自己很机智？拜托 想拍打戏就不要不停的慢动作 真尬
        "
看过,2017-07-12 21:07:15,很差,5," “端着日本打日本”的烂片。
        "
看过,2017-07-18 16:26:10,很差,3," 烂至恐怖。
        "
看过,2017-07-06 01:09:32,还行,2," 满满的少年感和元气，能看出导演的想法和豆导的脑洞，但剧本不太扎实，高开低走结尾太突兀了
        "
看过,2017-08-30 15:57:40,很差,0," 开场这些特效的美工，如果仅仅是为了美工而做，那真的就是徒有虚表了。后面完美的应征了这个设定。此片有一次验证了景甜烂片保证的定律。看预告片还期望能拍出点热血高校的范儿，然并卵，预告片又一次把整个片子最牛逼的全拍了。欧豪果然前途阔以，最近几部片都还挺适合他的。
        "
看过,2017-07-17 10:46:30,较差,1," 抗日神剧
        "
看过,2017-08-19 10:26:05,较差,0," 在一部以严肃历史为背景的电影里拍热血高校，这么是Cult要么就是脑残。一部借鉴日本风格的电影里讲爱国，更何况还要塞点青春片固有的中二，光导演这份投机心理就有点卧槽了。
        "
看过,2017-09-09 00:49:13,很差,0," 能汇聚景甜与欧豪两大巨猩,还是抗日神片,一股网大气味,着实了得!
        "
看过,2017-10-15 14:56:07,较差,0," 万年女主景甜竟然做了次绿叶，真难得。
        "
看过,2017-09-10 15:49:37,较差,0," 对于烂片我可能都不记得标记…
        "
看过,2017-10-22 16:02:31,较差,0," 有点莫名其妙哦
        "
看过,2017-07-14 11:40:10,还行,0," 中间那段用老男孩的拍法拍热血高校，但是我好奇海报里景甜这造型本来是个女阿飞啊？
        "
看过,2017-07-15 07:26:47,很差,3," 拼凑的剧情，毫无逻辑的“拔高”，抗日神剧留给它的受众就好，不要侮辱“青春”，看悟空传以为欧豪是人设问题，现在发现是演技问题，不知道他是怎么接到那么多主角群的角色的
        "
看过,2017-08-19 10:16:30,较差,0," 热血搞笑青春抗战片，题材新颖，漫画风格也有趣，可惜没拍好
        "
看过,2017-07-12 19:44:23,推荐,21," 冲着主演和霓虹的两位看的，武指是霓虹的还是湾湾的？动作戏设计不错；打架戏的配乐很不错；不过可能因为太追求漫画形式的表达了所以慢镜头太多太多…大甜甜演技还是那个样子…欧豪有点点装逼的感觉台词依然是个问题但是真的超级适合演不良；小林子虽然最后扑街了但是好帅呀！难得的一种类型了～还不错
        "
看过,2017-08-19 22:09:29,较差,0," 居然是一个抗日故事？
        "
看过,2017-07-13 12:06:31,推荐,6," 爱国抗日的皮子，小孩斗狠的内里，再加上随处嵌套的漫画布景，形成这样一部魔幻大片……钮承泽监制的痕迹从有花拳绣腿式美感的打斗中清晰可见。日本方面的演员果然敬业，黑木和小林子姐弟CP感异常强烈，军官松井的中文太好了吧，儿化音翘舌音说得溜溜的
        "
看过,2017-07-14 18:19:25,很差,1," 第一次对没看过的电影差评，听评论说还有抗日的情节，可你这处处有「热血高校」的模仿，要脸？
        "
看过,2017-08-19 22:30:43,较差,0," 这画风我也是醉醉的。。。
        "
看过,2017-07-05 22:44:01,很差,8," 我该说些什么呢？导演连最基本的叙事都无法做到连贯，倒是想树立风格，可是风格也是乱七八糟的呀…
        "
看过,2017-09-13 04:50:12,很差,0," 画面挺新颖的，但是我一点都感觉不出来这片是以抗日战争前夕为背景，那个提供群架场地的工厂简直现代得跟《恶棍天使》里的工厂没什么区别嘛
        "
看过,2017-10-29 14:53:20,推荐,0," 摆脱沉重历史斜述的模式，有创新
        "
看过,2017-10-25 11:10:35,很差,1," 我甜竟然那么少的戏！我甜的角色怎么那么弱。。。差评差评差评。！！
        "
看过,2017-08-30 21:02:31,None,0,
看过,2017-10-22 04:31:13,很差,0," 一直以为大甜甜是要么终极BOSS要么绝世高手隐士的设定，结果竟然真的是配角花瓶？差评
        "
看过,2017-09-19 22:37:27,None,0," 果然是黑木
        "
看过,2017-07-13 00:48:34,还行,2," 电影有的地方过于漫画化，加上某些环节嫁接的比较生硬，几场打斗还行，但是还是让人怀念不良高校的爽快直接，二星半
        "
看过,2017-07-08 19:27:35,较差,9," 这真是一部冲着颜值去的电影……一个字：尬。
剧情简单能看懂，逻辑不要强求，演技不要过高期待，实在没事还是可以看看。
唯一值得一提的大概就是爱国情怀用这么现代青春的方式表现出来，只想问广电是怎么通过的？
        "
看过,2017-08-22 00:31:59,较差,0," 看着很拧巴，强行主旋律。
        "
看过,2017-10-28 17:56:11,很差,0," 这种画面里突然出字的，叫什么，热血动漫吗？千年女主景田，给欧豪做了一回配角，让我大笑三声。
        "
看过,2017-07-15 19:34:05,很差,3," 心疼50元
        "
看过,2017-08-22 19:13:37,较差,1," 林遣都为啥接这个片…
        "
